line_id,timestamp,process_id,level,component,block_id,message,parse_status,Label
40,2008-11-09T20:35:22,147,INFO,dfs.DataNode$PacketResponder,blk_TEST0002_repetition_blindspot,PacketResponder 2 for block blk_-3544583377289625738 terminating,parsed,Anomaly
41,2008-11-09T20:35:22,147,INFO,dfs.DataNode$PacketResponder,blk_TEST0002_repetition_blindspot,Received block blk_-3544583377289625738 of size 11971 from /10.250.19.102,parsed,Anomaly
43,2008-11-09T20:35:23,146,INFO,dfs.DataNode$PacketResponder,blk_TEST0002_repetition_blindspot,PacketResponder 1 for block blk_-3544583377289625738 terminating,parsed,Anomaly
44,2008-11-09T20:35:23,146,INFO,dfs.DataNode$PacketResponder,blk_TEST0002_repetition_blindspot,Received block blk_-3544583377289625738 of size 11971 from /10.251.197.226,parsed,Anomaly
45,2008-11-09T20:35:23,147,INFO,dfs.DataNode$PacketResponder,blk_TEST0002_repetition_blindspot,PacketResponder 0 for block blk_-3544583377289625738 terminating,parsed,Anomaly
46,2008-11-09T20:35:23,147,INFO,dfs.DataNode$PacketResponder,blk_TEST0002_repetition_blindspot,Received block blk_-3544583377289625738 of size 11971 from /10.250.11.100,parsed,Anomaly
47,2008-11-09T20:35:23,148,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.250.19.102,parsed,Anomaly
50,2008-11-09T20:35:23,29,INFO,dfs.FSNamesystem,blk_TEST0002_repetition_blindspot,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.179:50010 is added to blk_-3544583377289625738 size 11971,parsed,Anomaly
51,2008-11-09T20:35:23,33,INFO,dfs.FSNamesystem,blk_TEST0002_repetition_blindspot,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.11.100:50010 is added to blk_-3544583377289625738 size 11971,parsed,Anomaly
52,2008-11-09T20:35:23,33,INFO,dfs.FSNamesystem,blk_TEST0002_repetition_blindspot,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.226:50010 is added to blk_-3544583377289625738 size 11971,parsed,Anomaly
70,2008-11-09T20:35:26,149,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.250.18.114,parsed,Anomaly
71,2008-11-09T20:35:26,150,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.199.225,parsed,Anomaly
72,2008-11-09T20:35:26,151,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.30.85,parsed,Anomaly
83,2008-11-09T20:35:27,150,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.31.5,parsed,Anomaly
85,2008-11-09T20:35:27,150,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.203.129,parsed,Anomaly
87,2008-11-09T20:35:27,151,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.250.19.16,parsed,Anomaly
89,2008-11-09T20:35:27,151,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.127.243,parsed,Anomaly
91,2008-11-09T20:35:27,152,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.125.193,parsed,Anomaly
94,2008-11-09T20:35:27,152,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.127.191,parsed,Anomaly
95,2008-11-09T20:35:27,152,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.203.149,parsed,Anomaly
96,2008-11-09T20:35:27,153,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.30.179,parsed,Anomaly
97,2008-11-09T20:35:27,153,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.250.17.225,parsed,Anomaly
99,2008-11-09T20:35:27,153,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.30.134,parsed,Anomaly
100,2008-11-09T20:35:27,154,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.74.192,parsed,Anomaly
101,2008-11-09T20:35:27,154,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.203.4,parsed,Anomaly
103,2008-11-09T20:35:27,155,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.250.19.227,parsed,Anomaly
104,2008-11-09T20:35:27,155,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.215.16,parsed,Anomaly
105,2008-11-09T20:35:27,156,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.65.203,parsed,Anomaly
106,2008-11-09T20:35:27,156,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.250.17.177,parsed,Anomaly
107,2008-11-09T20:35:27,157,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.66.63,parsed,Anomaly
108,2008-11-09T20:35:27,157,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.201.204,parsed,Anomaly
109,2008-11-09T20:35:27,158,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.126.5,parsed,Anomaly
110,2008-11-09T20:35:27,158,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.126.83,parsed,Anomaly
111,2008-11-09T20:35:27,159,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.126.255,parsed,Anomaly
112,2008-11-09T20:35:27,160,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.125.237,parsed,Anomaly
113,2008-11-09T20:35:27,161,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.203.246,parsed,Anomaly
114,2008-11-09T20:35:27,162,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.111.209,parsed,Anomaly
115,2008-11-09T20:35:27,163,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.203.166,parsed,Anomaly
116,2008-11-09T20:35:27,164,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.31.160,parsed,Anomaly
133,2008-11-09T20:35:28,154,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.42.16,parsed,Anomaly
135,2008-11-09T20:35:28,155,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.126.227,parsed,Anomaly
137,2008-11-09T20:35:28,156,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.31.242,parsed,Anomaly
138,2008-11-09T20:35:28,158,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.42.84,parsed,Anomaly
139,2008-11-09T20:35:28,159,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.30.101,parsed,Anomaly
140,2008-11-09T20:35:28,159,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.43.115,parsed,Anomaly
141,2008-11-09T20:35:28,160,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.31.85,parsed,Anomaly
142,2008-11-09T20:35:28,161,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.30.6,parsed,Anomaly
143,2008-11-09T20:35:28,162,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.214.225,parsed,Anomaly
144,2008-11-09T20:35:28,163,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.66.3,parsed,Anomaly
145,2008-11-09T20:35:28,164,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.125.174,parsed,Anomaly
146,2008-11-09T20:35:28,165,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.71.16,parsed,Anomaly
147,2008-11-09T20:35:28,165,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.202.181,parsed,Anomaly
148,2008-11-09T20:35:28,166,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.31.180,parsed,Anomaly
149,2008-11-09T20:35:28,166,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.67.113,parsed,Anomaly
150,2008-11-09T20:35:28,167,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.215.192,parsed,Anomaly
151,2008-11-09T20:35:28,167,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.43.210,parsed,Anomaly
152,2008-11-09T20:35:28,168,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.66.192,parsed,Anomaly
153,2008-11-09T20:35:28,168,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.215.70,parsed,Anomaly
154,2008-11-09T20:35:28,169,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.67.211,parsed,Anomaly
155,2008-11-09T20:35:28,170,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.66.102,parsed,Anomaly
156,2008-11-09T20:35:28,171,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.43.147,parsed,Anomaly
182,2008-11-09T20:35:29,160,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.67.225,parsed,Anomaly
183,2008-11-09T20:35:29,161,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.42.246,parsed,Anomaly
184,2008-11-09T20:35:29,162,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.75.228,parsed,Anomaly
185,2008-11-09T20:35:29,163,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.195.33,parsed,Anomaly
186,2008-11-09T20:35:29,164,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.194.245,parsed,Anomaly
187,2008-11-09T20:35:29,165,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.42.207,parsed,Anomaly
188,2008-11-09T20:35:29,166,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.111.130,parsed,Anomaly
189,2008-11-09T20:35:29,169,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.65.237,parsed,Anomaly
190,2008-11-09T20:35:29,170,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.42.9,parsed,Anomaly
191,2008-11-09T20:35:29,171,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.74.227,parsed,Anomaly
192,2008-11-09T20:35:29,172,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.75.49,parsed,Anomaly
193,2008-11-09T20:35:29,172,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.67.4,parsed,Anomaly
194,2008-11-09T20:35:29,173,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.214.18,parsed,Anomaly
195,2008-11-09T20:35:29,174,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.42.191,parsed,Anomaly
196,2008-11-09T20:35:29,175,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.75.163,parsed,Anomaly
197,2008-11-09T20:35:29,175,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.75.143,parsed,Anomaly
198,2008-11-09T20:35:29,176,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.73.220,parsed,Anomaly
199,2008-11-09T20:35:29,176,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.214.32,parsed,Anomaly
200,2008-11-09T20:35:29,177,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.214.130,parsed,Anomaly
246,2008-11-09T20:35:30,167,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.215.50,parsed,Anomaly
247,2008-11-09T20:35:30,168,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.214.67,parsed,Anomaly
248,2008-11-09T20:35:30,169,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.39.179,parsed,Anomaly
249,2008-11-09T20:35:30,170,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.43.21,parsed,Anomaly
250,2008-11-09T20:35:30,171,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.194.147,parsed,Anomaly
251,2008-11-09T20:35:30,172,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.250.14.224,parsed,Anomaly
252,2008-11-09T20:35:30,173,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.194.213,parsed,Anomaly
253,2008-11-09T20:35:30,174,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.194.129,parsed,Anomaly
254,2008-11-09T20:35:30,175,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.193.224,parsed,Anomaly
255,2008-11-09T20:35:30,176,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.122.38,parsed,Anomaly
256,2008-11-09T20:35:30,177,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.73.188,parsed,Anomaly
257,2008-11-09T20:35:30,178,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.214.112,parsed,Anomaly
258,2008-11-09T20:35:30,178,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.74.134,parsed,Anomaly
259,2008-11-09T20:35:30,179,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.106.37,parsed,Anomaly
260,2008-11-09T20:35:30,179,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.75.79,parsed,Anomaly
261,2008-11-09T20:35:30,180,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.195.70,parsed,Anomaly
262,2008-11-09T20:35:30,180,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.107.19,parsed,Anomaly
263,2008-11-09T20:35:30,181,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.214.175,parsed,Anomaly
264,2008-11-09T20:35:30,181,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.106.10,parsed,Anomaly
265,2008-11-09T20:35:30,182,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.89.155,parsed,Anomaly
266,2008-11-09T20:35:30,183,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.250.11.100,parsed,Anomaly
267,2008-11-09T20:35:30,184,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.43.192,parsed,Anomaly
268,2008-11-09T20:35:30,185,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.250.10.6,parsed,Anomaly
269,2008-11-09T20:35:30,186,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.110.160,parsed,Anomaly
270,2008-11-09T20:35:30,187,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.250.14.196,parsed,Anomaly
374,2008-11-09T20:35:31,177,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.123.20,parsed,Anomaly
375,2008-11-09T20:35:31,178,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.74.79,parsed,Anomaly
376,2008-11-09T20:35:31,179,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.107.242,parsed,Anomaly
377,2008-11-09T20:35:31,180,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.123.99,parsed,Anomaly
378,2008-11-09T20:35:31,181,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.193.175,parsed,Anomaly
379,2008-11-09T20:35:31,182,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.107.227,parsed,Anomaly
380,2008-11-09T20:35:31,183,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.123.1,parsed,Anomaly
381,2008-11-09T20:35:31,183,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.107.50,parsed,Anomaly
382,2008-11-09T20:35:31,184,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.110.68,parsed,Anomaly
383,2008-11-09T20:35:31,184,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.111.228,parsed,Anomaly
384,2008-11-09T20:35:31,185,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.197.226,parsed,Anomaly
385,2008-11-09T20:35:31,186,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.195.52,parsed,Anomaly
386,2008-11-09T20:35:31,187,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.122.79,parsed,Anomaly
387,2008-11-09T20:35:31,188,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.250.7.244,parsed,Anomaly
388,2008-11-09T20:35:31,189,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.111.37,parsed,Anomaly
389,2008-11-09T20:35:31,190,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.111.80,parsed,Anomaly
390,2008-11-09T20:35:31,191,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.107.98,parsed,Anomaly
391,2008-11-09T20:35:31,192,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.71.146,parsed,Anomaly
392,2008-11-09T20:35:31,193,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.123.132,parsed,Anomaly
533,2008-11-09T20:35:32,185,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.123.33,parsed,Anomaly
534,2008-11-09T20:35:32,186,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.250.10.100,parsed,Anomaly
535,2008-11-09T20:35:32,187,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.250.9.207,parsed,Anomaly
536,2008-11-09T20:35:32,188,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.107.196,parsed,Anomaly
537,2008-11-09T20:35:32,188,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.70.5,parsed,Anomaly
538,2008-11-09T20:35:32,189,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.27.63,parsed,Anomaly
540,2008-11-09T20:35:32,191,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.39.242,parsed,Anomaly
541,2008-11-09T20:35:32,192,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.90.239,parsed,Anomaly
542,2008-11-09T20:35:32,193,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.109.236,parsed,Anomaly
543,2008-11-09T20:35:32,194,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.122.65,parsed,Anomaly
544,2008-11-09T20:35:32,194,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.26.131,parsed,Anomaly
545,2008-11-09T20:35:32,195,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.90.134,parsed,Anomaly
546,2008-11-09T20:35:32,196,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.250.11.85,parsed,Anomaly
547,2008-11-09T20:35:32,197,INFO,dfs.DataNode$DataXceiver,blk_TEST0002_repetition_blindspot,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.39.144,parsed,Anomaly
